"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HESS TARGETS OF HOXA9 AND MEIS1 DN",7.51670830321211e-17,5.16663156017844e-15,1.05746357275086,0.73439985289411,2.74304719103758,80,"IL1R2,MMP9,MS4A6A,IL18,TLR2,MRC1,FFAR2,C3AR1,LYZ,FPR1,S100A4,SLC11A1,C5AR1,MMP8,FPR2,MSR1,RNASE3,CLEC7A,FCGR1A,ZFP36L1,CTSS,LCN2,CCR5,HCK,CYBB,CSF1R,FGR,MERTK,CXCL3,KLF4,ZFP36,PLEK,CSF2RB,VCAN,PLSCR1,DUSP1,ANXA1,LPL,DAB2,P2RY14,SAMHD1,FOS,IL1B,TGFBI,CDH1,AQP9,PHLDA1,MCL1"
"WIELAND UP BY HBV INFECTION",8.10609269748672e-17,5.49099670551492e-15,1.05746357275086,0.698333030410605,2.71300068080383,97,"VSIG4,PLAC8,C3AR1,IGHG1,C1QB,LYZ,CXCR4,FGL2,FCER1G,GZMK,SRGN,HLA-DRA,FCGR1A,HLA-DMB,S100A10,UBE2C,CD48,IGLC2,TYROBP,HLA-DRB1,HLA-DQB1,LAPTM5,RAB20,SLC7A7,HLA-DPA1,CTSC,CD74,IFI16,RAC2,HLA-DPB1,IL10RA,RNASET2,IGSF6,HLA-DMA,TRIM22,CD53,GIMAP5,GBP2,DRAM1,ARHGDIB,LGALS3,RAB27A,RAB31,DENND2D,HLA-E,RRM2,CCL5,B2M"
"JINESH BLEBBISHIELD TO IMMUNE CELL FUSION PBSHMS DN",1.21291203915125e-16,8.09878695856132e-15,1.04762648849882,0.500216830632366,2.27472383899344,343,"SLPI,S100A9,S100A8,MLPH,CYP4B1,CFH,SCNN1A,HOXB2,DEFB1,DDIT4,TP63,C9orf152,CXCL1,HCLS1,CP,HCAR3,CCL20,CPVL,CLEC2B,FCGBP,HLA-DRA,MT1A,CYP3A5,HLA-DMB,ZG16B,IL1RN,CEBPD,ZFP36L1,PLBD1,ANG,CSTA,IRAK3,CASP1,LCN2,IFITM2,SLC38A4,C15orf48,AKR1C2,HCAR2,ZIC2,FXYD3,ANTXR2,TSKU,C3,SGK1,COL4A6,IRX3,FCGRT,IFITM3,PLIN4,AIM2,SMAD6,DHRS3,FAM3B,CRABP2,CTSC,MRPS6,LAMP3,CD74,KYNU,ICAM2,TOB1,PLXDC2,IFI16,DHRS9,NPL,ABCA6,CD69,PLIN2,DTX3L,GRB14,HLA-DMA,APOBEC3G,WLS,ANXA5,FOS,AKR1C3,BCL2,CYP4F12,ARHGEF6,LPAR6,CAT,ELF5,CFB,CHPT1,RGS2,APOBEC3F,VWF,CDC42EP4,CAB39L,SPTSSA,VAV3,CDC42EP5,MID1IP1,VEGFA,RIN2,IMPA2,ELP4"
"GOLDRATH ANTIGEN RESPONSE",1.43184116436092e-16,9.42595155242668e-15,1.04762648849882,0.502548620900412,2.27759079677624,330,"SLPI,BCL2A1,IGHG1,HLA-DQA1,MT1X,S100A4,CCR2,ANXA2,FGL2,GEM,GZMK,IRF8,MT2A,IL18R1,IL18RAP,S100A10,PLBD1,BAG3,AHNAK,S100A11,CD48,NCF4,CASP1,CCR5,EMP3,TYROBP,GADD45B,PERP,EMP1,HLA-DQB1,GMNN,WEE1,SERPINA3,FASLG,MYO1F,YBX3,C3,NFIL3,F2R,LAT2,IFITM3,CAPN2,RHD,TOP2A,MTHFD2,SP100,PLSCR1,CD74,CCNA2,DUSP1,PLP2,MKI67,HLA-DRB5,ANXA1,GZMM,DNA2,IRF4,MGST1,ASF1B,MDFIC,CKS2,CISH,KLRK1,RHOQ,CENPA,CD44,CDKN2C,FUT7,LGALS3,PIM1,LYN,SERPINB9,AK3,MS4A1,PGM2,RUNX2,CAPG,AURKB,TKTL1,S100A6,STARD10,PTGER4,MCM10,ITGB1,ROM1,RRM2,CCL5,RORA,SLC4A7,DBI,PLCG2,EZH2,LILRB4,MIS18BP1,CARHSP1,CDC6,RELL1,CDC45,POLA1,PCNA,SERPINB6,IER3,CDK2AP1,KLRG1,CYFIP1,F2RL3,NUSAP1,NAPSA,CKS1B,KIF20A,SDHD,CLIC4,HAT1,MYL4,TMED7,CCDC50,HMGB2,CCL4,ERRFI1,TMPO,PRIM2,ASPM,LYL1,ID2,ARL5A,ITM2B,DTL,IGSF10,SLC25A53,ALCAM,SYPL1,LXN,ANLN,NRP1,PDCD1,MCM5,CDK1,RAD21,UNC119,KIFC1,DHFR,VCL,ANXA4,BIRC5,DOCK5"
"SMIRNOV CIRCULATING ENDOTHELIOCYTES IN CANCER UP",1.68940191879399e-16,1.09670341228377e-14,1.04762648849882,0.615926786766101,2.57432715097329,153,"CXCR1,TLR8,KCNJ15,RGS1,MARCO,TLR2,RNASE2,PPBP,FCGR2A,C3AR1,FPR1,SLCO4A1,C5AR1,CCL20,CD14,HSPA6,ANPEP,ABCA1,MAFF,CYP1B1,CCR1,IRAK3,NCF2,SLA,HCK,DSE,PERP,NOD2,TNFRSF1B,ELF4,CD93,CD58,CDA,TNFRSF1A,ADM,DHRS3,TGFB1,PROS1,SPARC,RAB13,IGFBP3,PLIN2,PRSS23,HMOX1,GLUL,CDKN1A,CEBPB,IFNGR1,BST1,TGFBI,ALOX5,UPB1,CLU,AQP9,CHI3L1,ABCB1,VEGFA,ZNF395,ADAP2,CREM,APOB,CD1D,IL21R"
"GROSS HYPOXIA VIA ELK3 DN",1.79109355526992e-16,1.14679058593584e-14,1.04762648849882,0.626693586038876,2.57487661312924,141,"HOXB9,SLPI,S100A8,CXCL6,MMP8,SRGN,ANPEP,GJA1,SAMSN1,NFKBIA,TGIF1,EDN1,HILPDA,CXCL3,KLF4,C3,ZFP36,NFIL3,IL6,PLEK,CD93,TRPS1,ADM,TM4SF1,SLC7A11,IL13RA1,MTHFD2,MYC,IFI16,PNRC1,DHRS9,CSF3,SMOX,FOS,ATF1,CEBPB,CD44,PDLIM4,AFF1,FGD6,PDLIM5,CSRNP1,CHIC2,TIAM2,IFRD1,MAP3K1,ITGA6,VEGFA,LHX9,PTGER4,JAG1,ACAP2,USP47,NEDD9,VANGL2,KLF6,SAT1,LILRB4,SLC39A14,SLC2A1,THBD,ADIPOR2"
"BLANCO MELO COVID19 SARS COV 2 INFECTION A594 ACE2 EXPRESSING CELLS UP",1.84513682241149e-16,1.16542831188531e-14,1.04762648849882,0.459430384764516,2.12943137226392,458,"HOXD11,SHOX2,CLEC4E,BCL2A1,NPC1L1,FOXC2,COL2A1,CXCL1,GEM,GMPR,CCL20,HOTAIRM1,SOCS3,ZFP36L1,MAFF,TWIST1,TNFAIP3,SLA,NFKBIA,PCK1,NOD2,CXCL3,KLF4,IFITM1,ZFP36,NFIL3,IL6,LSMEM1,BIRC3,MLKL,IFITM3,GNRH1,RASSF8,PHF21B,NFKBIZ,HES7,GDF15,CCL2,LAMP3,SP100,PLEKHF2,PLSCR1,NBPF10,PNRC1,RBM48,DUSP1,CXCL2,B3GNT5,ZC3H12A,DCAF4L1,SERPING1,NFKB2,SNORA31,CCDC81,C2,SIX4,IRF7,PRX,BMF,SOX9,SLC6A12,HES1,SERPINC1,HLA-F-AS1,FERMT3,TIPARP,FOS,NEURL3,CEBPB,CENPA,GOLGA7B,HERC5,ARHGAP30,PPP4R1L,NFE2L2,IRF1,FOSL1,PLEKHA4,LGALS9,LIF,PARP9,TRIM38,APOBEC3F,PPP4R2,XRN1,PIM1,FLT3LG,LINC00926,CRY1,CSRNP1,AOC2,CHIC2,HBP1,SERTAD3,MIR221,CCDC144CP,SELE,LINC00472,RUNX2,DLL1,IL15RA,THAP1,ZNF267,REL,ANKRD49,BCL3,PNPT1,LINC00115,DDX60L,CCNL1,MIR3685,SALL1,ZNF654,KLF6,SNAI1,RFPL3S,MIER1,IKZF3,RAB30,F3,BTG2,GAS2L3,SERPINA10,ZNF547,PINLYP,PLEKHG2,TNFSF13B,ZNF143,PER1,CLEC4A,KPNA5,CTDSP2,ALX3,ZBTB10,IER3,ADIRF,LOX,MEX3C,TRIM21,SMNDC1,INTS6,SUMO4,EPC1,SMCHD1,FLCN,SKIL,OTUD1,IKZF5,PCF11,TBC1D15,CDKN2AIP,CCDC174,HS3ST3B1,ZNF292,AEBP2,MBIP,TGM2,NFKB1,CCL4,BHLHE41,PPP1R15B,NLRC5,SNHG10,PYGM,ZBTB6,ADAM20P1,SP110,MED26,TAF7L,GPM6B,BCL10,IRAK2,FOXN2,ZBTB20,INO80D,TANK,CFLAR-AS1,SNHG1,RBBP6,BST2,KLF11,TRAF1,ANKRD12,UBXN7,ARL5B,HSH2D,CEP85L,CCNT1,MED30,APOL6,TNF,RBM39,DDX60,GCSAM,MYOD1,NR1D1,MXD1,EFNA1,RBAK"
"HUMMERICH SKIN CANCER PROGRESSION UP",3.59086312936027e-16,2.23782590221732e-14,1.03769615548758,0.717045001271003,2.70912510206503,85,"MMP9,COL1A2,KRT19,MT1X,COL1A1,VCAM1,COL6A3,MT2A,IL1RN,GCGR,NCF2,CASP1,LCN2,GADD45B,PERP,DOK2,HLA-DQB1,IL4R,MMP14,CYBA,IFITM3,TNFRSF1A,ITGB4,CPXM1,CRABP2,TNFRSF12A,MYC,IFI16,PYCARD,SSPN,HMOX1,APOC2,ITGA5,CASP8,CDKN1A,SERPINB1,FOS,CD44,LGALS9,RGS2,JUNB,S100A6,ITGB1,MAOA,RHOC,RBMS1"
"CARRILLOREIXACH MRS3 VS LOWER RISK HEPATOBLASTOMA DN",4.06226780859436e-16,2.49829470228553e-14,1.03769615548758,0.614439781842208,2.56905383193472,156,"OMD,KCNE4,FCGR2A,MS4A4A,FCGR2C,DNM3OS,GEM,DCN,CRYBG3,MSR1,CLEC2B,MGP,TLR7,ABI3BP,CYBRD1,PRELP,EMP1,VIM,TLR4,PDCD1LG2,LINC00924,STK17B,AEBP1,HLA-DPA1,TGFB1,CCL2,ITPRIP,PLA2R1,PLXDC2,IFI16,PTPN13,DDR2,MAML2,ANXA1,MAMDC2,CTSK,TMEM47,KCTD12,RHOQ,BCL2,ARHGEF6,RBMS3,SAMD9,MBOAT1,FPR3,RGS2,LGALS3,MFAP4,IQGAP1,HSPB8,CH25H,NEXN,RAB31,ARHGAP10,SAMD9L,JUNB,RERG,LUM,SWAP70,SGCD,PRKG1,AXL,LRCH2,ZNF438,SLC25A24,FAP,ZSWIM6,ADAMTS9-AS2,MAP3K5,SLC9A9,STK38L,GLIPR1,CLIC4,GPNMB,PDE3A,BHLHE41,LTBP1"
"ZWANG CLASS 3 TRANSIENTLY INDUCED BY EGF",6.83595499061785e-16,4.14951345794128e-14,1.02766987054358,0.561141680836437,2.43077284397104,210,"FOXA1,FKBP5,PLAC8,STEAP4,TP63,CXCL1,RUNX1,GEM,CCL20,RIPK4,SOCS3,IL1RN,CEBPD,ZFP36L1,MAFF,ARHGAP42,MMP19,TNFAIP3,MAP3K8,TGIF1,EDN1,EMP1,WEE1,STX11,EPHA2,KLF4,LATS2,IL6,F2RL1,PHLDB2,BIRC3,EZR,ADAMTS9,ADM,NFKBIZ,PLAUR,METRNL,ITPRIP,TOB1,ANO6,PROS1,DUSP1,CXCL2,B3GNT5,ZC3H12A,NFKB2,SEMA3C,ZC3H12C,PPP1R3B,HES1,MTM1,TIPARP,FOS,AFF1,KIAA0040,IL1B,C3orf52,TJP2,MACC1,SIK1,FERMT2,FOSL2,RGS2,CSRNP1,MCL1,JUNB,CD55,JAG1,BCL3,CCNL1,SOWAHC,RORA,VGLL3,KLF3,SERPINE1,SBNO2,SLC2A1,RBMS1,ZSWIM6,FRMD6,MYPN,PER1,IGF1R,PELI1,IER3,DNMBP,OTUD1,STK38L,RND3,ZBTB38,RIMKLB"
"BLANCO MELO RESPIRATORY SYNCYTIAL VIRUS INFECTION A594 CELLS UP",8.00792703668731e-16,4.79859627813801e-14,1.02766987054358,0.523799506177708,2.31470425908758,263,"MMP9,BCL2A1,AOX1,CXCL1,HCAR3,LCP1,HSPA6,SOCS3,ANPEP,ABCA1,CTSS,MAFF,NCF2,CASP1,TNFAIP3,HK2,C15orf48,SEMA3D,HCAR2,IL7R,EMP1,STX11,OSMR,TNFRSF1B,ANTXR2,KLF4,IL4R,IFITM1,C3,TFPI2,IL6,BIRC3,PLOD2,APOL1,P4HA1,MICB,LIPG,C1S,NFKBIZ,CCL2,TNFSF14,PLAUR,LAMP3,SP100,IFI16,CSF1,CXCL2,B3GNT5,CSF3,FAM43A,ZC3H12A,HSPA1B,PTAFR,FSTL1,SERPING1,ID4,IRF7,STC2,DTX3L,SLC6A12,ITGA5,ICAM1,TRIM22,ZC3HAV1,SAMHD1,SELPLG,HERC5,GBP2,SAMD9,GBP3,TNFRSF10A,IRF1,IL1B,CFB,TLR3,PLEKHA4,STC1,PARP9,RGS2,RAET1E,HSPB8,BIK,CH25H,SAMD9L,RUNX2,CHST11,IL12A,PGF,IL15RA,SP140L,ERAP2,CD55,PTGER4,SDC4,DDX60L,P4HA2,GFPT2,B2M,IL21R,SORBS1,GBP5,TAP1,F3"
"ONDER CDH1 TARGETS 2 UP",8.77685726860717e-16,5.19278871816075e-14,1.02766987054358,0.543415170108605,2.37512150157527,243,"HOXA5,SIX2,MLPH,SLC7A2,AGTR1,PTGER2,FKBP5,COL1A2,AOX1,MFAP2,NID1,LEPR,COL1A1,DCN,PTGFR,TGFBR3,PCOLCE,SRGN,COL6A3,ANPEP,NUPR1,CYP1B1,TWIST1,MMP19,FBLN1,FZD2,CYBRD1,GADD45B,GYPC,ITGA10,KANK2,ACKR3,KLF4,CYTIP,TFPI,PLOD2,RHOBTB3,SDC2,ADAM12,COL3A1,VCAN,PDGFRL,EPS8,PXDC1,DUSP1,DDR2,SPARC,COL6A2,IGFBP3,TNFAIP6,STC2,HMOX1,DAB2,TSC22D3,OLFML3,FAT4,COL8A1,ENPP1,PRRX1,LTBP2,MME,CDKN2C,FBLN5,CLEC3B,BICC1,FERMT2,GNG11,KDELR3,NEBL,MMP2,DNAJB4,ZFHX4,KAT2B,LRIG1,PTGER4,COL5A1,FLVCR2,NR2F1,PODXL,SERPINE1,PCOLCE2,PPP1R3C,ZNF22,ALDH6A1,TRAM2,LOX,ARHGEF40,WNT5A,MLLT3,TBL1X"
"WP NETWORK MAP OF SARSCOV2 SIGNALING PATHWAY",9.56814798530753e-16,5.59019046041592e-14,1.01754479730988,0.572002840866995,2.45892878489879,197,"IL1R2,CXCR1,CXCR2,CXCL6,CD163,IL18,CCL26,CFH,SERPINA5,DDIT4,CXCL1,LRG1,LBP,PF4,CCL20,CD14,HLA-DRA,IL9,IL18RAP,CASP5,CXCL5,CCR5,HLA-DRB1,CFI,FGF2,CD2,CXCL3,CD4,IFITM1,IL6,LCK,APOL1,CXCL13,IFITM3,C1R,HP,C1S,CCL2,IGLL1,APOD,CD3G,IL10,DUSP1,CXCL2,HLA-DRB5,PTPN6,TGFBR2,NFKB2,IGFBP3,CXCL16,CASP8,FOS,CEBPB,CD3E,IL1B,CFB,SMAD5,TP53I3,MYD88,STEAP3,JUNB,IL12A,FAM83A,MMP25,RRM2,EIF4EBP1,CCL5"
"SARRIO EPITHELIAL MESENCHYMAL TRANSITION DN",1.26287649845984e-15,7.28726512814972e-14,1.01754479730988,0.638559110280926,2.60733210871703,134,"DSC3,VNN1,DSP,S100A8,ADH1C,CYP4B1,KRT19,GAS1,TP63,S100A4,CXCL1,GEM,TGFBR3,IL1RN,TNFAIP3,IFITM2,NFKBIA,CYBRD1,BCL6,FXYD3,SERPINA3,DSC2,CXCL3,TFPI,NFIL3,STOM,BIRC3,IFITM3,C1S,BTG1,KYNU,IFI16,PNRC1,LAMB2,GADD45G,TP53INP1,SEMA3C,TSC22D3,KLRK1,FOS,MME,IFNGR1,GALNT15,LPAR6,CCNG1,GBP2,NFE2L2,CFB,SESN1,RGCC,FOSL2,CALD1,RGS2,CDH1,CLU,MKNK2,VAV3,AQP3,MMP25,MAOA,PLEKHO2,KLF6,SAT1"
"VECCHI GASTRIC CANCER ADVANCED VS EARLY UP",2.79319505805286e-15,1.59212118309013e-13,1.00731795687447,0.601813864651574,2.52546000908908,161,"CD163,TLR2,COL1A2,C3AR1,GAS1,PRDM6,MSR1,FMO2,ANGPT2,SLC5A3,MGP,CYP1B1,SFRP2,TWIST1,ADAMTS12,DSE,PRELP,BCL6,HLA-DQB1,ESM1,WWTR1,ADAMTS2,IL6,PLOD2,GPC6,SLC1A3,PIK3R5,ADAM12,BMPR1B,VCAN,TIMP3,PLXDC2,TMEM45A,DDR2,HAVCR2,SPARC,FSTL1,IGFBP3,TNFAIP6,STC2,LPL,DAB2,CMTM3,EFEMP1,COL8A1,LAMA2,PRRX1,LTBP2,SNAI2,SPP1,NXN,CALD1,ALOX5,TPRG1,RAB31,IL24,CHST11,CAV2,GFPT2,TRIM6,COL11A1,AXL,NIPBL,RBMS1,LINC00888,FAP,FRMD6,LOX,CPE,PDGFC,QKI,RIMKLB,FBXO32,PLAU,EGFL6,FKBP14,GPNMB,PDE3A"
"PHONG TNF RESPONSE VIA P38 PARTIAL",3.29819650831612e-15,1.8573217445626e-13,1.00731795687447,0.604246937109681,2.52643620268569,156,"HOXA5,PITX2,BMP5,HOXA9,PLAC8,CXCL1,CCL20,RIPK4,ID3,CEBPD,SLC5A3,MAFF,GPRC5A,TNFAIP3,BCL6,KANK2,CXCL3,EGFR,IL4R,IL6,FOXO1,ADM,TGFB2,B4GALT1,FZD7,PLAUR,KYNU,TOB1,ID1,DUSP1,CXCL2,DLEU1,NFKB2,SEMA3C,BAZ1A,TNFRSF10B,CDKN1A,ITGAV,TIPARP,CD44,FNDC3B,NR2F2,FGD6,C3orf52,TGIF2,FOSL2,LIF,RGS2,DKK1,NAMPT,DNAJB4,MCL1,JUNB,CHST11,HERPUD1,ZNF395,REL,PTGER4,KLF6,SERPINE1,SLC39A14,IL6ST,SPHK1,LAMC1,RXRA,IER3,KLRC1,INTS6,MFHAS1,STAT3,BTG3,GLIPR1,PLAU"
"RUTELLA RESPONSE TO HGF DN",4.35666862324081e-15,2.42417489821757e-13,0.996986217533181,0.541339171268192,2.35890694243894,227,"S100A12,S100A9,CD163,MS4A6A,PTGER2,PLAC8,MS4A4A,FCAR,HLA-DQA1,FPR1,DDIT4,CD86,CXCR4,C5AR1,SELL,CD14,FCN1,DAPP1,FCER1A,TREM1,CD48,IRAK3,IQGAP2,CASP1,IFITM2,LILRB2,GADD45B,LILRA2,ZFP36,F2RL1,SLC7A7,NOTCH2,CD300A,STK17B,LY86,IL13RA1,VCAN,PLSCR1,PNP,BTG1,ICAM2,AIF1,AOAH,CFD,PLIN2,RNASET2,RUNX3,CDKN1A,ITGAL,ARHGEF6,HEBP2,RGCC,CHPT1,RGS2,ALOX5,NAMPT,CCDC69,MYD88,MCL1,IMPA2,HERPUD1,ZNF395,HLA-E,CD55,CCNL1,NEDD9,MAP3K6,MED13L,RAB11FIP1,MIS18BP1,CALML4,SLC16A5,FCHSD2,EGLN3,PELI1,LPP,ARHGEF40,DECR1"
"CHIANG LIVER CANCER SUBCLASS CTNNB1 DN",4.44279716274475e-15,2.44301575749047e-13,0.996986217533181,0.601344550741418,2.51337924786724,153,"SLPI,MMP9,VNN2,VNN1,TBX15,SLC7A2,RGS1,C7,GPR183,COL1A2,GEM,COL1A1,CP,CCL20,COL6A3,SOCS3,S100P,TNFAIP8,PLBD1,C15orf48,IL7R,TIMP1,YBX3,CD2,CYTIP,HPGD,CYBA,HAL,AIM2,CDA,AEBP1,GLIS3,COL3A1,ACP5,VCAN,PLTP,TMEM45A,SRPX,PTGDS,CMTM3,CXCL16,EFEMP1,KCTD12,INHBE,PAPLN,LGALS3,CDH1,SERPINB9,RAB27A,MCC,CCDC80,CHST11,CAPG,LUM,COL5A1,SLC2A9,BACE2,SERPINE1,CCL19,SLC25A18,F3,SPHK1,ISLR,TNFSF13B,MAP3K5,PELI1"
"BROWN MYELOID CELL DEVELOPMENT UP",4.64161424748032e-15,2.52266337124686e-13,0.996986217533181,0.614616112908898,2.5265820816631,143,"IL1R2,TLR2,BCL2A1,FCGR2A,FPR1,CCR2,C5AR1,MMP8,FPR2,CLEC5A,ANPEP,FCGR1A,IL1RN,CEBPD,CTSS,CCR1,S100A11,CSTA,ITGB2,LCN2,HCK,TYROBP,CYBB,PYGL,FGR,PSTPIP2,CD33,SIGLEC9,LILRA6,ANTXR2,C3,STOM,F10,TNFRSF1A,ITGAM,PLAUR,SP100,AOAH,TP53INP1,CNN2,C2,DAB2,TREM2,SERPINC1,ANXA5,CD44,IL1B,TGFBI,CPNE3,SOAT1,IQGAP1,SLC15A3,ABHD5,HLX,MCL1,JUNB,NFAM1,CAPG,CD80,RPS17,S100A6,EMCN,SAT1,LILRB4"
"BLANCO MELO COVID19 BRONCHIAL EPITHELIAL CELLS SARS COV 2 INFECTION UP",6.77141549893534e-15,3.63788460253147e-13,0.996986217533181,0.638273321036495,2.56550715105485,121,"S100A12,VNN1,S100A9,S100A8,CXCL6,S100A7,CXCL1,HCAR3,CCL20,SOCS3,S100P,MAFF,CXCL5,IRAK3,TNFAIP3,MAP3K8,NFKBIA,EDN1,C15orf48,IL7R,IFITM1,C3,IL6,BIRC3,G0S2,IFITM3,C1R,C1S,NFKBIZ,TNFSF14,PLAUR,PLSCR1,CXCL2,CSF3,ZC3H12A,NFKB2,IRF7,ICAM1,SAMHD1,COL8A1,SERPINB1,IL1B,CFB,DRAM1,LGALS9,ADRB2,STAT5A,LIF,STC1,PARP9"
"DELYS THYROID CANCER DN",7.29586376676296e-15,3.87509855066478e-13,0.986546283587582,0.541481778973823,2.35767502790746,225,"OGN,TNFRSF11B,CRABP1,DNASE1L3,IGF2,MT1H,MT1G,MT1F,AOX1,MEOX2,GAS1,FMOD,ADH1B,MT1X,FGL2,MT1L,PRKX,DCN,TGFBR3,MT1E,FOXJ1,SLC14A1,FMO2,FCGBP,GPC3,ID3,TNFAIP8,MGP,IQGAP2,FBLN1,CYBRD1,SEMA3D,ZFP36L2,AKR1C1,ACKR3,TFPI,FMO1,RASSF9,SDC2,LIPG,TAL1,APOD,LIFR,PLA2R1,TOB1,EYA2,FOLR1,SRPX,CPQ,ID4,P2RY14,TSC22D3,PLN,GRB14,COPZ2,FOS,LAMA2,ENPP1,BCL2,FBLN5,HHEX,CPNE3,GNG11,DIO1,NEB,ACSF2,ALDH1A2,DNAJB4,GNA14,ARL4A,WFS1,ADD3,MAGED4,SGCD"
"ONDER CDH1 TARGETS 2 DN",7.8073639695368e-15,4.10018193186686e-13,0.986546283587582,0.456553214267302,2.1141327959866,422,"IL1R2,SLPI,MMP9,DSC3,DSP,S100A9,S100A8,KCNJ15,IL18,MPZL2,DSG2,TMEM30B,TLR2,SCNN1A,SERPINA1,RBM47,S100A7,ALOX15B,TP63,PRRG4,CXCL1,KLF5,KRT18,CCL20,RIPK4,MFAP5,SYK,S100P,ANXA3,DAPP1,IL1RN,CLDN7,CSTA,NCF2,CASP1,GPRC5A,TNFAIP3,LCN2,MCOLN3,EDN1,RHBDF2,PERP,SCEL,FXYD3,AKR1C1,TPD52L1,SERPINA3,PSTPIP2,DSC2,MIA,CWH43,ST6GALNAC2,CXCL3,IL4R,C3,TFPI2,RASSF9,BIRC3,G0S2,SH2D3A,CELSR1,SLC1A3,ITGB4,RHOD,CTSC,LY75,LRRC1,TIMP3,KRT8,CXCL2,ARHGEF5,TINAGL1,CSF3,ZC3H12A,PTAFR,SEMA3C,TREM2,SOX9,ICAM1,GRB14,HES1,SEMA3F,SERPINB1,FOS,CD44,KIAA0040,IL1B,FGD6,ARHGDIB,MECOM,ADRB2,KRT15,PRKCH,LYN,TCF7L1,CDH1,B4GALT4,BIK,ITGA6,LYPD3,LGR4,AQP3,IL15RA,LAMA3,RLN2,RAB25,CD55,SDC4,PTPRZ1,MAOA,SLC2A9,MALL,CD1D"
"FLORIO NEOCORTEX BASAL RADIAL GLIA UP",1.02422103580382e-14,5.31912124594115e-13,0.986546283587582,0.49277501700797,2.21630812607166,303,"SLC16A12,UPK1B,DSC3,CLEC12A,CRABP1,KCNJ15,GADL1,BNC2,KCNE4,TMEM236,C7,SULT1B1,FMOD,SERPINA5,LYZ,MAP1LC3C,CCR2,PRRG4,APOBEC3A,SLC14A1,SELL,LAIR1,TES,DPPA4,MCOLN3,OLFML1,FAM177B,CLEC1B,IL1RL1,WWTR1,NFATC2,APOL1,ADAMTS9,TM4SF1,AGMO,CCDC168,SPN,PCDH18,ICAM2,SULT1C2,PLA2R1,HFE,GRK7,RHOH,SASH1,SIX4,CEP55,PYHIN1,PPP1R3B,C5AR2,LEAP2,TRIM22,FLT1,CHDH,NEUROD4,YES1,KLRD1,LAX1,COL8A1,APOLD1,APCDD1,IRF1,ELF5,TLR3,MACC1,STC1,SCIMP,CD96,SLC6A4,GPR83,BEND7,TPRG1,VAV3,EOMES,BNIPL,NEBL,SELE,ARHGAP28,CRB1,SP140L,AXDND1,GAB3,MEFV,SHE,OPHN1,ERAP2,REL,S100Z,ASCL1,SGCD,AIPL1,TDRD1,ABCC9,LAMB4,PDE6A,PCTP,SLC38A11,SLC10A1"
"ZHANG RESPONSE TO IKK INHIBITOR AND TNF UP",1.0593837281423e-14,5.44127422564516e-13,0.986546283587582,0.559393310247848,2.4087343799763,202,"IL1R2,SLC7A2,TLR2,BCL2A1,ANKRD22,DDIT4,CXCL1,TNFRSF10D,HCAR3,CCL20,SOCS3,DAPP1,TNFAIP8,IL1RN,MAFF,ARHGAP42,TNFAIP3,NFKBIA,DSE,EDN1,SLC52A3,C15orf48,IL7R,CXCL3,SGK1,ITGB8,BIRC3,G0S2,NFKBIZ,TM4SF1,PLAUR,BTG1,KYNU,PNRC1,CXCL2,ELOVL7,CLDN18,B3GNT5,ZC3H12A,PTAFR,NFKB2,TNFAIP6,ZC3H12C,CXCL16,ICAM1,IL15,BAZ1A,TNFRSF10B,CDKN1A,SERPINB1,LAMA2,CEBPB,IFNGR1,IGFL1,LPAR6,GBP3,IRF1,IL1B,C3orf52,DRAM1,LIF,TRIM38,LYN,CDC42EP4,SERPINB9,TIAM2,LYPD3,HERPUD1,BCL3,SDC4,CLN5,CCL5,KLF6,RIPK2,RAB11FIP1"
"MULLIGHAN MLL SIGNATURE 1 UP",1.13093508166371e-14,5.7456419257567e-13,0.986546283587582,0.467620742388345,2.13015248171082,360,"HOXB9,HOXA10,HOXA5,BMP5,HOXA9,HOXA7,CXCR2,FCGR2B,RNASE2,FCGR2A,RNASE6,S100A4,CXCR4,HCLS1,LCP1,IRF8,RNASE3,FCGR1A,SYK,IL1RN,EVI2B,CCR1,CSTA,CASP1,ITGB2,SLA,BATF,FZD2,LILRB2,IKZF1,LILRA2,LAPTM5,HSPA1A,MYO1F,ELF4,CYBA,LAT2,CD302,PTPN22,B4GALT1,SLC15A2,ATP8B4,SPI1,SLC43A3,PYCARD,RAC2,ATP6V0E1,PTAFR,ARPC1B,TNFRSF10B,CD300C,SELPLG,SIPA1,FUT7,CLEC3B,CYTH4,CAT,CBFB,MALT1,ADRB2,FOSL2,TRIM38,PPP1R3D,UPB1,MR1,RAB27A,TRAF3IP3,SLC16A3,IL6R,SMCO4,PBX3,CAPG,NXT2,COLGALT1,LILRA1,DENND2D,S100A6,LST1,ALDH3A2,LILRB4,NIPBL,FRAT2,SAFB2,KHNYN,RXRA,FES,SNTB1,PLOD1,APOBR,CEBPG,IGFLR1,ARHGEF40,MGST2"
